Year,"Country / territory of asylum/residence",Origin,"Refugees","Returned refugees","Internally displaced persons (IDPs)","Returned IDPs","Stateless persons"
2013,Australia,Nepal,197,,,,
2013,Australia,"New Zealand",4,,,,
2013,Australia,Oman,,,,,
2013,Australia,Pakistan,2608,,,,
2013,Australia,Peru,2,,,,
2013,Australia,Philippines,30,,,,
2013,Australia,"Papua New Guinea",219,,,,
2013,Australia,Poland,1,,,,
2013,Australia,"Dem. People's Rep. of Korea",30,,,,
2013,Australia,Portugal,,,,,
2013,Australia,Palestinian,238,,,,
2013,Australia,Romania,12,,,,
2013,Australia,"Russian Federation",66,,,,
2013,Australia,Rwanda,27,,,,
2013,Australia,"Saudi Arabia",49,,,,
2013,Australia,Sudan,56,,,,
2013,Australia,Senegal,6,,,,
2013,Australia,Singapore,,,,,
2013,Australia,"Solomon Islands",15,,,,
2013,Australia,"Sierra Leone",33,,,,
2013,Australia,"El Salvador",5,,,,
2013,Australia,Somalia,67,,,,
2013,Australia,"Serbia and Kosovo (S/RES/1244 (1999))",77,,,,
2013,Australia,"South Sudan",,,,,
2013,Australia,Sweden,1,,,,
2013,Australia,"Syrian Arab Rep.",265,,,,
2013,Australia,Chad,3,,,,
2013,Australia,Togo,3,,,,
2013,Australia,Thailand,16,,,,
2013,Australia,Tibetan,7,,,,
2013,Australia,Tajikistan,1,,,,
2013,Australia,Turkmenistan,2,,,,
2013,Australia,Timor-Leste,8,,,,
2013,Australia,Tonga,16,,,,
2013,Australia,Tunisia,6,,,,
2013,Australia,Turkey,349,,,,
2013,Australia,Tuvalu,,,,,
2013,Australia,"United Rep. of Tanzania",9,,,,
2013,Australia,Uganda,48,,,,
2013,Australia,Ukraine,20,,,,
2013,Australia,"United States of America",8,,,,
2013,Australia,Uzbekistan,29,,,,
2013,Australia,"Venezuela (Bolivarian Republic of)",9,,,,
2013,Australia,"Viet Nam",90,,,,
2013,Australia,Vanuatu,1,,,,
2013,Australia,Samoa,1,,,,
2013,Australia,Stateless,1689,,,,
2013,Australia,Various/Unknown,177,,,,
2013,Australia,Yemen,6,,,,
2013,Australia,"South Africa",32,,,,
2013,Australia,Zambia,6,,,,
2013,Australia,Zimbabwe,991,,,,
2014,Australia,Afghanistan,7675,0,0,0,0
2014,Australia,Angola,2,0,0,0,0
2014,Australia,Albania,65,0,0,0,0
2014,Australia,"United Arab Emirates",5,0,0,0,0
2014,Australia,Argentina,1,0,0,0,0
2014,Australia,Armenia,4,0,0,0,0
2014,Australia,Azerbaijan,2,0,0,0,0
2014,Australia,Burundi,27,0,0,0,0
2014,Australia,Belgium,0,0,0,0,0
2014,Australia,Benin,1,0,0,0,0
2014,Australia,Bangladesh,351,0,0,0,0
2014,Australia,Bulgaria,1,0,0,0,0
2014,Australia,Bahrain,91,0,0,0,0
2014,Australia,"Bosnia and Herzegovina",1,1,0,0,0
2014,Australia,Belarus,4,0,0,0,0
2014,Australia,Brazil,4,0,0,0,0
2014,Australia,Bhutan,2,0,0,0,0
2014,Australia,Botswana,1,0,0,0,0
2014,Australia,"Central African Rep.",1,0,0,0,0
2014,Australia,Canada,0,0,0,0,0
2014,Australia,Chile,1,0,0,0,0
2014,Australia,China,2883,0,0,0,0
2014,Australia,"Côte d'Ivoire",7,0,0,0,0
2014,Australia,Cameroon,52,0,0,0,0
2014,Australia,"Dem. Rep. of the Congo",30,0,0,0,0
2014,Australia,Congo,16,0,0,0,0
2014,Australia,Colombia,135,0,0,0,0
2014,Australia,Cuba,3,0,0,0,0
2014,Australia,"Czech Rep.",1,0,0,0,0
2014,Australia,Germany,5,0,0,0,0
2014,Australia,Djibouti,3,0,0,0,0
2014,Australia,Denmark,2,0,0,0,0
2014,Australia,Algeria,13,0,0,0,0
2014,Australia,Ecuador,3,0,0,0,0
2014,Australia,Egypt,1370,0,0,0,0
2014,Australia,Eritrea,109,0,0,0,0
2014,Australia,Estonia,0,0,0,0,0
2014,Australia,Ethiopia,229,0,0,0,0
2014,Australia,Fiji,359,0,0,0,0
2014,Australia,France,4,0,0,0,0
2014,Australia,"United Kingdom",4,0,0,0,0
2014,Australia,Georgia,10,0,0,0,0
2014,Australia,Ghana,32,0,0,0,0
2014,Australia,Guinea,7,0,0,0,0
2014,Australia,Gambia,3,0,0,0,0
2014,Australia,Greece,2,0,0,0,0
2014,Australia,Guatemala,1,0,0,0,0
2014,Australia,"China, Hong Kong SAR",0,0,0,0,0
2014,Australia,Croatia,3,0,0,0,0
2014,Australia,Indonesia,241,0,0,0,0
2014,Australia,India,314,0,0,0,0
2014,Australia,Ireland,0,0,0,0,0
2014,Australia,"Iran (Islamic Rep. of)",4900,0,0,0,0
2014,Australia,Iraq,3121,0,0,0,0
2014,Australia,Israel,31,0,0,0,0
2014,Australia,Italy,2,0,0,0,0
2014,Australia,Jamaica,0,0,0,0,0
2014,Australia,Jordan,106,0,0,0,0
2014,Australia,Japan,7,0,0,0,0
2014,Australia,Kazakhstan,4,0,0,0,0
2014,Australia,Kenya,68,0,0,0,0
2014,Australia,Kyrgyzstan,8,0,0,0,0
2014,Australia,Cambodia,25,0,0,0,0
2014,Australia,Kiribati,0,0,0,0,0
2014,Australia,"Rep. of Korea",44,0,0,0,0
2014,Australia,Kuwait,41,0,0,0,0
2014,Australia,"Lao People's Dem. Rep.",2,0,0,0,0
2014,Australia,Lebanon,393,0,0,0,0
2014,Australia,Liberia,24,0,0,0,0
2014,Australia,Libya,465,0,0,0,0
2014,Australia,"Sri Lanka",3387,0,0,0,0
2014,Australia,Latvia,6,0,0,0,0
2014,Australia,"China, Macao SAR",0,0,0,0,0
2014,Australia,Morocco,19,0,0,0,0
2014,Australia,"Rep. of Moldova",0,0,0,0,0
2014,Australia,Maldives,7,0,0,0,0
2014,Australia,Mexico,3,0,0,0,0
2014,Australia,"The former Yugoslav Republic of Macedonia",1,0,0,0,0
2014,Australia,Mali,2,0,0,0,0
2014,Australia,Malta,1,0,0,0,0
2014,Australia,Myanmar,515,0,0,0,0
2014,Australia,Mongolia,50,0,0,0,0
2014,Australia,Mozambique,5,0,0,0,0
2014,Australia,Mauritania,0,0,0,0,0
2014,Australia,Mauritius,4,0,0,0,0
2014,Australia,Malawi,0,0,0,0,0
2014,Australia,Malaysia,105,0,0,0,0
2014,Australia,Namibia,0,0,0,0,0
2014,Australia,Niger,2,0,0,0,0
2014,Australia,Nigeria,144,0,0,0,0
2014,Australia,Nicaragua,0,0,0,0,0
2014,Australia,Netherlands,2,0,0,0,0
2014,Australia,Nepal,205,0,0,0,0
2014,Australia,"New Zealand",5,0,0,0,0
2014,Australia,Oman,0,0,0,0,0
2014,Australia,Pakistan,3024,0,0,0,0
2014,Australia,Peru,2,0,0,0,0
2014,Australia,Philippines,31,0,0,0,0
2014,Australia,"Papua New Guinea",285,0,0,0,0
2014,Australia,Poland,1,0,0,0,0
2014,Australia,"Dem. People's Rep. of Korea",30,0,0,0,0
2014,Australia,Palestinian,246,0,0,0,0
2014,Australia,Romania,11,0,0,0,0
2014,Australia,"Russian Federation",66,0,0,0,0
2014,Australia,Rwanda,28,0,0,0,0
2014,Australia,"Saudi Arabia",61,0,0,0,0
2014,Australia,Sudan,59,0,0,0,0
2014,Australia,Senegal,6,0,0,0,0
2014,Australia,Singapore,0,0,0,0,0
2014,Australia,"Solomon Islands",19,0,0,0,0
2014,Australia,"Sierra Leone",37,0,0,0,0
2014,Australia,"El Salvador",5,0,0,0,0
2014,Australia,Somalia,73,0,0,0,0
2014,Australia,"Serbia and Kosovo (S/RES/1244 (1999))",21,0,0,0,0
2014,Australia,"South Sudan",0,0,0,0,0
2014,Australia,Sweden,1,0,0,0,0
2014,Australia,Seychelles,0,0,0,0,0
2014,Australia,"Syrian Arab Rep.",302,0,0,0,0
2014,Australia,Chad,3,0,0,0,0
2014,Australia,Togo,3,0,0,0,0
2014,Australia,Thailand,15,0,0,0,0
2014,Australia,Tibetan,8,0,0,0,0
2014,Australia,Tajikistan,1,0,0,0,0
2014,Australia,Turkmenistan,2,0,0,0,0
2014,Australia,Timor-Leste,8,0,0,0,0
2014,Australia,Tonga,19,0,0,0,0
2014,Australia,Tunisia,6,0,0,0,0
2014,Australia,Turkey,390,0,0,0,0
2014,Australia,Tuvalu,0,0,0,0,0
2014,Australia,"United Rep. of Tanzania",10,0,0,0,0
2014,Australia,Uganda,51,0,0,0,0
2014,Australia,Ukraine,22,0,0,0,0
2014,Australia,"United States of America",13,0,0,0,0
2014,Australia,Uzbekistan,30,0,0,0,0
2014,Australia,"Venezuela (Bolivarian Republic of)",9,0,0,0,0
2014,Australia,"Viet Nam",93,0,0,0,0
2014,Australia,Vanuatu,1,0,0,0,0
2014,Australia,Samoa,1,0,0,0,0
2014,Australia,Stateless,1710,0,0,0,0
2014,Australia,Various/Unknown,24,0,0,0,0
2014,Australia,Yemen,8,0,0,0,0
2014,Australia,"South Africa",35,0,0,0,0
2014,Australia,Zambia,8,0,0,0,0
2014,Australia,Zimbabwe,1020,0,0,0,0
2015,Australia,Afghanistan,7785,0,0,0,0
2015,Australia,Angola,2,0,0,0,0
2015,Australia,Albania,66,0,0,0,0
2015,Australia,Andorra,0,0,0,0,0
2015,Australia,"United Arab Emirates",5,0,0,0,0
2015,Australia,Argentina,1,0,0,0,0
2015,Australia,Armenia,3,0,0,0,0
2015,Australia,Azerbaijan,1,0,0,0,0
2015,Australia,Burundi,31,0,0,0,0
2015,Australia,Benin,1,0,0,0,0
2015,Australia,"Burkina Faso",0,0,0,0,0
2015,Australia,Bangladesh,380,0,0,0,0
2015,Australia,Bahrain,92,0,0,0,0
2015,Australia,"Bosnia and Herzegovina",0,0,0,0,0
2015,Australia,Belarus,3,0,0,0,0
2015,Australia,Brazil,4,0,0,0,0
2015,Australia,"Brunei Darussalam",0,0,0,0,0
2015,Australia,Bhutan,4,0,0,0,0
2015,Australia,Botswana,1,0,0,0,0
2015,Australia,"Central African Rep.",1,0,0,0,0
2015,Australia,Canada,0,0,0,0,0
2015,Australia,Chile,0,0,0,0,0
2015,Australia,China,2955,0,0,0,0
2015,Australia,"Côte d'Ivoire",7,0,0,0,0
2015,Australia,Cameroon,55,0,0,0,0
2015,Australia,"Dem. Rep. of the Congo",26,0,0,0,0
2015,Australia,Congo,12,0,0,0,0
2015,Australia,Colombia,132,0,0,0,0
2015,Australia,Cuba,2,0,0,0,0
2015,Australia,Cyprus,0,0,0,0,0
2015,Australia,"Czech Rep.",1,0,0,0,0
2015,Australia,Germany,5,0,0,0,0
2015,Australia,Djibouti,3,0,0,0,0
2015,Australia,Dominica,0,0,0,0,0
2015,Australia,Denmark,0,0,0,0,0
2015,Australia,Algeria,12,0,0,0,0
2015,Australia,Ecuador,2,0,0,0,0
2015,Australia,Egypt,1507,0,0,0,0
2015,Australia,Eritrea,105,0,0,0,0
2015,Australia,Spain,0,0,0,0,0
2015,Australia,Estonia,1,0,0,0,0
2015,Australia,Ethiopia,231,0,0,0,0
2015,Australia,Fiji,379,0,0,0,0
2015,Australia,France,4,0,0,0,0
2015,Australia,Gabon,0,0,0,0,0
2015,Australia,"United Kingdom",6,0,0,0,0
2015,Australia,Georgia,14,0,0,0,0
2015,Australia,Ghana,31,0,0,0,0
2015,Australia,Guinea,9,0,0,0,0
2015,Australia,Gambia,3,0,0,0,0
2015,Australia,Greece,3,0,0,0,0
2015,Australia,Guatemala,1,0,0,0,0
2015,Australia,"China, Hong Kong SAR",0,0,0,0,0
2015,Australia,Honduras,0,0,0,0,0
2015,Australia,Croatia,3,0,0,0,0
2015,Australia,Hungary,0,0,0,0,0
2015,Australia,Indonesia,226,0,0,0,0
2015,Australia,India,337,0,0,0,0
2015,Australia,Ireland,0,0,0,0,0
2015,Australia,"Iran (Islamic Rep. of)",5201,0,0,0,0
2015,Australia,Iraq,2925,0,0,0,0
2015,Australia,Israel,27,0,0,0,0
2015,Australia,Italy,5,0,0,0,0
2015,Australia,Jamaica,0,0,0,0,0
2015,Australia,Jordan,115,0,0,0,0
2015,Australia,Japan,7,0,0,0,0
2015,Australia,Kazakhstan,4,0,0,0,0
2015,Australia,Kenya,81,0,0,0,0
2015,Australia,Kyrgyzstan,9,0,0,0,0
2015,Australia,Cambodia,22,0,0,0,0
2015,Australia,Kiribati,0,0,0,0,0
2015,Australia,"Rep. of Korea",46,0,0,0,0
2015,Australia,Kuwait,41,0,0,0,0
2015,Australia,"Lao People's Dem. Rep.",4,0,0,0,0
2015,Australia,Lebanon,485,0,0,0,0
2015,Australia,Liberia,27,0,0,0,0
2015,Australia,Libya,626,0,0,0,0
2015,Australia,"Sri Lanka",3556,0,0,0,0
2015,Australia,Latvia,6,0,0,0,0
2015,Australia,"China, Macao SAR",0,0,0,0,0
2015,Australia,Morocco,19,0,0,0,0
2015,Australia,"Rep. of Moldova",0,0,0,0,0
2015,Australia,Maldives,10,0,0,0,0
2015,Australia,Mexico,4,0,0,0,0
2015,Australia,"The former Yugoslav Republic of Macedonia",4,0,0,0,0
2015,Australia,Mali,2,0,0,0,0
2015,Australia,Malta,0,0,0,0,0
2015,Australia,Myanmar,495,0,0,0,0
2015,Australia,Mongolia,46,0,0,0,0
2015,Australia,Mozambique,5,0,0,0,0
2015,Australia,Mauritius,7,0,0,0,0
2015,Australia,Malawi,0,0,0,0,0
2015,Australia,Malaysia,123,0,0,0,0
2015,Australia,Niger,2,0,0,0,0
2015,Australia,Nigeria,148,0,0,0,0
2015,Australia,Nicaragua,0,0,0,0,0
2015,Australia,Netherlands,2,0,0,0,0
2015,Australia,Nepal,199,0,0,0,0
2015,Australia,"New Zealand",8,0,0,0,0
2015,Australia,Oman,3,0,0,0,0
2015,Australia,Pakistan,3333,0,0,0,0
2015,Australia,Peru,6,0,0,0,0
2015,Australia,Philippines,34,0,0,0,0
2015,Australia,"Papua New Guinea",335,0,0,0,0
2015,Australia,Poland,1,0,0,0,0
2015,Australia,"Dem. People's Rep. of Korea",26,0,0,0,0
2015,Australia,Palestinian,249,0,0,0,0
2015,Australia,Qatar,0,0,0,0,0
2015,Australia,Romania,10,0,0,0,0
2015,Australia,"Russian Federation",56,0,0,0,0
2015,Australia,Rwanda,36,0,0,0,0
2015,Australia,"Saudi Arabia",70,0,0,0,0
2015,Australia,Sudan,58,0,0,0,0
2015,Australia,Senegal,4,0,0,0,0
2015,Australia,Singapore,0,0,0,0,0
2015,Australia,"Solomon Islands",22,0,0,0,0
2015,Australia,"Sierra Leone",38,0,0,0,0
2015,Australia,"El Salvador",4,0,0,0,0
2015,Australia,Somalia,71,0,0,0,0
2015,Australia,"Serbia and Kosovo (S/RES/1244 (1999))",10,0,0,0,0
2015,Australia,"South Sudan",0,0,0,0,0
2015,Australia,Slovenia,0,0,0,0,0
2015,Australia,Sweden,1,0,0,0,0
2015,Australia,Seychelles,0,0,0,0,0
2015,Australia,"Syrian Arab Rep.",301,0,0,0,0
2015,Australia,Chad,3,0,0,0,0
2015,Australia,Togo,3,0,0,0,0
2015,Australia,Thailand,15,0,0,0,0
2015,Australia,Tibetan,11,0,0,0,0
2015,Australia,Tajikistan,1,0,0,0,0
2015,Australia,Turkmenistan,2,0,0,0,0
2015,Australia,Timor-Leste,14,0,0,0,0
2015,Australia,Tonga,22,0,0,0,0
2015,Australia,Tunisia,6,0,0,0,0
2015,Australia,Turkey,413,0,0,0,0
2015,Australia,"United Rep. of Tanzania",12,0,0,0,0
2015,Australia,Uganda,50,0,0,0,0
2015,Australia,Ukraine,21,0,0,0,0
2015,Australia,Uruguay,0,0,0,0,0
2015,Australia,"United States of America",15,0,0,0,0
2015,Australia,Uzbekistan,26,0,0,0,0
2015,Australia,"Venezuela (Bolivarian Republic of)",9,0,0,0,0
2015,Australia,"Viet Nam",94,0,0,0,0
2015,Australia,Vanuatu,1,0,0,0,0
2015,Australia,Samoa,1,0,0,0,0
2015,Australia,Stateless,1727,0,0,0,0
2015,Australia,Various/Unknown,24,0,0,0,0
2015,Australia,Yemen,13,0,0,0,0
2015,Australia,"South Africa",35,0,0,0,0
2015,Australia,Zambia,9,0,0,0,0
2015,Australia,Zimbabwe,1009,0,0,0,0
2016,Australia,Afghanistan,9217,0,0,0,0
2016,Australia,Angola,*,0,0,0,0
2016,Australia,Albania,58,0,0,0,0
2016,Australia,Andorra,0,0,0,0,0
2016,Australia,"United Arab Emirates",5,0,0,0,0
2016,Australia,Argentina,*,0,0,0,0
2016,Australia,Armenia,*,0,0,0,0
2016,Australia,"American Samoa",0,0,0,0,0
2016,Australia,Azerbaijan,*,0,0,0,0
2016,Australia,Burundi,55,0,0,0,0
2016,Australia,Benin,*,0,0,0,0
2016,Australia,"Burkina Faso",0,0,0,0,0
2016,Australia,Bangladesh,413,0,0,0,0
2016,Australia,Bulgaria,0,0,0,0,0
2016,Australia,Bahrain,93,0,0,0,0
2016,Australia,Bahamas,0,0,0,0,0
2016,Australia,"Bosnia and Herzegovina",0,0,0,0,0
2016,Australia,Belarus,6,0,0,0,0
2016,Australia,Brazil,*,0,0,0,0
2016,Australia,"Brunei Darussalam",0,0,0,0,0
2016,Australia,Bhutan,*,0,0,0,0
2016,Australia,Botswana,*,0,0,0,0
2016,Australia,"Central African Rep.",*,0,0,0,0
2016,Australia,Canada,0,0,0,0,0
2016,Australia,Chile,0,0,0,0,0
2016,Australia,China,2815,0,0,0,0
2016,Australia,"Côte d'Ivoire",5,0,0,0,0
2016,Australia,Cameroon,42,0,0,0,0
2016,Australia,"Dem. Rep. of the Congo",40,0,0,0,0
2016,Australia,Congo,12,0,0,0,0
2016,Australia,Colombia,125,0,0,0,0
2016,Australia,Cuba,*,0,0,0,0
2016,Australia,Cyprus,0,0,0,0,0
2016,Australia,"Czech Rep.",*,0,0,0,0
2016,Australia,Germany,5,0,0,0,0
2016,Australia,Djibouti,*,0,0,0,0
2016,Australia,Dominica,0,0,0,0,0
2016,Australia,Algeria,10,0,0,0,0
2016,Australia,Ecuador,*,0,0,0,0
2016,Australia,Egypt,1550,0,0,0,0
2016,Australia,Eritrea,118,0,0,0,0
2016,Australia,Spain,0,0,0,0,0
2016,Australia,Estonia,*,0,0,0,0
2016,Australia,Ethiopia,257,0,0,0,0
2016,Australia,Fiji,414,0,0,0,0
2016,Australia,France,*,0,0,0,0
2016,Australia,Gabon,0,0,0,0,0
2016,Australia,"United Kingdom",5,0,0,0,0
2016,Australia,Georgia,13,0,0,0,0
2016,Australia,Ghana,28,0,0,0,0
2016,Australia,Guinea,11,0,0,0,0
2016,Australia,Gambia,9,0,0,0,0
2016,Australia,Greece,6,0,0,0,0
2016,Australia,Guatemala,*,0,0,0,0
2016,Australia,"China, Hong Kong SAR",*,0,0,0,0
2016,Australia,Honduras,*,0,0,0,0
2016,Australia,Croatia,*,0,0,0,0
2016,Australia,Haiti,0,0,0,0,0
2016,Australia,Hungary,0,0,0,0,0
2016,Australia,Indonesia,193,0,0,0,0
2016,Australia,India,389,0,0,0,0
2016,Australia,Ireland,0,0,0,0,0
2016,Australia,"Iran (Islamic Rep. of)",6128,0,0,0,0
2016,Australia,Iraq,3437,0,0,0,0
2016,Australia,Israel,20,0,0,0,0
2016,Australia,Italy,5,0,0,0,0
2016,Australia,Jamaica,*,0,0,0,0
2016,Australia,Jordan,141,0,0,0,0
2016,Australia,Japan,10,0,0,0,0
2016,Australia,Kazakhstan,*,0,0,0,0
2016,Australia,Kenya,106,0,0,0,0
2016,Australia,Kyrgyzstan,13,0,0,0,0
2016,Australia,Cambodia,32,0,0,0,0
2016,Australia,"Rep. of Korea",46,0,0,0,0
2016,Australia,Kuwait,49,0,0,0,0
2016,Australia,"Lao People's Dem. Rep.",*,0,0,0,0
2016,Australia,Lebanon,529,0,0,0,0
2016,Australia,Liberia,35,0,0,0,0
2016,Australia,Libya,877,0,0,0,0
2016,Australia,"Sri Lanka",4236,0,0,0,0
2016,Australia,Latvia,*,0,0,0,0
2016,Australia,Morocco,13,0,0,0,0
2016,Australia,Madagascar,0,0,0,0,0
2016,Australia,Maldives,10,0,0,0,0
2016,Australia,Mexico,10,0,0,0,0
2016,Australia,"The former Yugoslav Republic of Macedonia",*,0,0,0,0
2016,Australia,Mali,*,0,0,0,0
2016,Australia,Myanmar,504,0,0,0,0
2016,Australia,Mongolia,36,0,0,0,0
2016,Australia,Mozambique,5,0,0,0,0
2016,Australia,Mauritania,0,0,0,0,0
2016,Australia,Mauritius,7,0,0,0,0
2016,Australia,Malawi,0,0,0,0,0
2016,Australia,Malaysia,174,0,0,0,0
2016,Australia,Niger,*,0,0,0,0
2016,Australia,Nigeria,178,0,0,0,0
2016,Australia,Nicaragua,0,0,0,0,0
2016,Australia,Netherlands,*,0,0,0,0
2016,Australia,Norway,0,0,0,0,0
2016,Australia,Nepal,200,0,0,0,0
2016,Australia,"New Zealand",17,0,0,0,0
2016,Australia,Oman,*,0,0,0,0
2016,Australia,Pakistan,3844,0,0,0,0
2016,Australia,Peru,6,0,0,0,0
2016,Australia,Philippines,44,0,0,0,0
2016,Australia,"Papua New Guinea",391,0,0,0,0
2016,Australia,Poland,*,0,0,0,0
2016,Australia,"Dem. People's Rep. of Korea",22,0,0,0,0
2016,Australia,Palestinian,299,0,0,0,0
2016,Australia,Qatar,0,0,0,0,0
2016,Australia,Romania,8,0,0,0,0
2016,Australia,"Russian Federation",56,0,0,0,0
2016,Australia,Rwanda,61,0,0,0,0
2016,Australia,"Saudi Arabia",82,0,0,0,0
2016,Australia,Sudan,85,0,0,0,0
2016,Australia,Senegal,*,0,0,0,0
2016,Australia,Singapore,*,0,0,0,0
2016,Australia,"Solomon Islands",21,0,0,0,0
2016,Australia,"Sierra Leone",29,0,0,0,0
2016,Australia,"El Salvador",10,0,0,0,0
2016,Australia,Somalia,89,0,0,0,0
2016,Australia,"Serbia and Kosovo (S/RES/1244 (1999))",8,0,0,0,0
2016,Australia,"South Sudan",6,0,0,0,0
2016,Australia,Sweden,*,0,0,0,0
2016,Australia,Seychelles,0,0,0,0,0
2016,Australia,"Syrian Arab Rep.",378,0,0,0,0
2016,Australia,Chad,*,0,0,0,0
2016,Australia,Togo,*,0,0,0,0
2016,Australia,Thailand,9,0,0,0,0
2016,Australia,Tibetan,17,0,0,0,0
2016,Australia,Tajikistan,*,0,0,0,0
2016,Australia,Turkmenistan,*,0,0,0,0
2016,Australia,Timor-Leste,14,0,0,0,0
2016,Australia,Tonga,25,0,0,0,0
2016,Australia,Tunisia,7,0,0,0,0
2016,Australia,Turkey,449,0,0,0,0
2016,Australia,"United Rep. of Tanzania",14,0,0,0,0
2016,Australia,Uganda,62,0,0,0,0
2016,Australia,Ukraine,20,0,0,0,0
2016,Australia,Uruguay,0,0,0,0,0
2016,Australia,"United States of America",20,0,0,0,0
2016,Australia,Uzbekistan,30,0,0,0,0
2016,Australia,"Venezuela (Bolivarian Republic of)",15,0,0,0,0
2016,Australia,"Viet Nam",126,0,0,0,0
2016,Australia,Vanuatu,*,0,0,0,0
2016,Australia,Samoa,*,0,0,0,0
2016,Australia,Stateless,2039,0,0,0,0
2016,Australia,Various/Unknown,22,0,0,0,0
2016,Australia,Yemen,18,0,0,0,0
2016,Australia,"South Africa",38,0,0,0,0
2016,Australia,Zambia,10,0,0,0,0
2016,Australia,Zimbabwe,1021,0,0,0,0
